t,track_id,class_name,tip_x_mm,tip_y_mm,tip_z_mm,n_neighbours,plane_rms_mm,clearance_mm
1787165513.654,119,Monopolar_Curved_Scissors,79.85,30.47,3.44,541,3.03,8.58
1787165513.654,120,Large_Needle_Driver_Left,85.51,7.86,9.30,1083,2.56,1.47
1787165513.752,118,Monopolar_Curved_Scissors,85.03,-8.49,9.23,241,4.53,-3.25
1787165513.752,119,Monopolar_Curved_Scissors,79.33,32.26,3.25,201,2.11,9.68
1787165513.752,120,Large_Needle_Driver_Left,85.69,4.14,14.81,259,4.99,4.36
1787165513.861,118,Monopolar_Curved_Scissors,89.93,-10.49,13.06,413,3.25,2.47
1787165513.861,119,Monopolar_Curved_Scissors,78.72,34.36,3.03,472,4.13,6.02
1787165513.861,120,Large_Needle_Driver_Left,85.79,0.71,20.71,326,2.78,9.53
1787165513.958,118,Monopolar_Curved_Scissors,93.36,-11.36,15.65,441,3.35,-2.79
1787165513.958,119,Monopolar_Curved_Scissors,78.20,36.16,2.85,670,4.10,7.84
1787165513.958,120,Large_Needle_Driver_Left,85.84,-0.94,24.44,286,2.47,10.39
1787165514.056,119,Monopolar_Curved_Scissors,77.67,37.97,2.66,681,2.66,-10.70
1787165514.056,120,Large_Needle_Driver_Left,79.83,-1.54,24.38,967,2.62,-3.31
1787165514.063,119,Monopolar_Curved_Scissors,77.63,38.11,2.64,672,2.59,-10.74
1787165514.063,120,Large_Needle_Driver_Left,77.89,-1.49,24.13,1022,2.75,-1.63
1787165514.174,119,Monopolar_Curved_Scissors,77.04,40.14,2.43,556,2.61,-10.76
1787165514.174,120,Large_Needle_Driver_Left,75.74,-1.86,24.64,1059,3.01,-0.24
1787165514.314,118,Monopolar_Curved_Scissors,96.44,-15.16,14.96,40,1.01,-17.27
1787165514.314,120,Large_Needle_Driver_Left,74.84,-1.45,24.89,972,3.78,-8.50
1787165514.778,122,Large_Needle_Driver_Left,77.19,-0.58,24.84,80,1.33,-7.63
1787165514.913,122,Large_Needle_Driver_Left,77.19,-0.72,24.89,79,1.04,-7.54
1787165515.007,122,Large_Needle_Driver_Left,77.19,-1.08,24.11,86,1.23,-6.53
1787165515.131,122,Large_Needle_Driver_Left,77.19,-1.14,24.00,43,0.65,-8.35
1787165515.273,122,Large_Needle_Driver_Left,77.19,-1.22,23.88,461,2.04,-4.32
1787165515.399,122,Large_Needle_Driver_Left,77.19,-1.29,23.77,393,2.21,-3.84
1787165515.399,123,Bipolar_Forceps,103.54,-2.37,-1.11,50,0.82,-13.83
1787165515.529,122,Large_Needle_Driver_Left,77.19,-1.36,23.66,391,2.22,-4.01
1787165515.529,123,Bipolar_Forceps,86.96,0.41,3.08,139,1.89,-14.68
1787165515.649,122,Large_Needle_Driver_Left,77.19,-1.43,23.55,244,1.84,3.44
1787165515.649,123,Large_Needle_Driver_Left,79.80,2.51,9.06,227,1.61,-10.00
1787165515.772,122,Large_Needle_Driver_Left,94.45,-4.91,7.86,99,1.42,14.54
1787165515.772,123,Large_Needle_Driver_Left,76.74,6.87,9.77,302,2.18,9.85
1787165515.886,122,Large_Needle_Driver_Left,96.02,-7.21,6.07,45,0.84,15.48
1787165515.886,123,Large_Needle_Driver_Left,75.58,7.15,9.19,100,1.05,-17.34
1787165516.141,123,Large_Needle_Driver_Left,68.71,9.26,12.11,244,1.30,-14.34
1787165516.419,122,Large_Needle_Driver_Left,94.50,-21.61,-10.47,720,5.39,-4.69
1787165516.419,123,Large_Needle_Driver_Left,60.89,11.66,15.45,256,1.51,-8.65
1787165516.535,122,Monopolar_Curved_Scissors,93.64,-19.99,-10.28,290,2.15,1.97
1787165516.535,123,Large_Needle_Driver_Left,57.53,12.69,16.87,292,1.52,-6.17
1787165516.856,122,Monopolar_Curved_Scissors,93.25,-21.29,-9.30,230,2.44,-2.64
1787165516.856,124,Bipolar_Forceps,116.72,-13.64,26.30,129,3.99,0.39
1787165517.015,122,Monopolar_Curved_Scissors,93.02,-18.63,-8.03,223,2.44,-0.07
1787165517.015,124,Bipolar_Forceps,116.72,-13.99,27.48,190,4.43,5.83
1787165517.127,122,Monopolar_Curved_Scissors,92.91,-16.41,-7.40,304,3.14,-1.08
1787165517.127,124,Bipolar_Forceps,124.15,-19.16,31.99,394,3.44,10.04
1787165517.486,122,Monopolar_Curved_Scissors,92.87,-17.86,-3.24,431,4.06,-10.97
1787165517.486,123,Large_Needle_Driver_Left,134.67,26.49,13.63,329,5.40,-5.67
1787165517.486,124,Bipolar_Forceps,130.84,-26.27,35.28,216,2.91,-12.06
1787165517.571,122,Monopolar_Curved_Scissors,92.78,-18.64,2.05,104,1.64,0.37
1787165517.571,123,Large_Needle_Driver_Left,131.70,17.44,19.59,296,4.65,-4.23
1787165517.571,124,Bipolar_Forceps,135.46,-27.07,37.84,76,2.62,-12.34
1787165517.730,123,Large_Needle_Driver_Left,130.58,17.89,7.28,691,6.61,-3.66
1787165517.730,124,Bipolar_Forceps,134.94,-27.81,36.70,273,3.72,-10.43
1787165517.903,122,Monopolar_Curved_Scissors,114.58,-22.33,-2.79,234,3.15,10.54
1787165517.903,123,Large_Needle_Driver_Left,132.11,18.69,5.81,326,4.77,6.91
1787165517.903,124,Bipolar_Forceps,134.28,-27.95,36.30,73,2.31,-14.43
1787165518.031,122,Monopolar_Curved_Scissors,117.31,-23.09,-3.17,140,1.56,13.10
1787165518.031,123,Prograsp_Forceps_Right,128.37,30.08,4.38,166,4.45,-10.45
1787165518.369,122,Monopolar_Curved_Scissors,124.05,-24.97,-4.12,50,0.88,-11.49
1787165518.369,125,Grasping_Retractor_Right,92.15,45.70,36.17,62,0.61,-15.94
1787165518.651,122,Monopolar_Curved_Scissors,99.21,-14.62,11.18,1481,6.56,-0.54
1787165518.651,125,Grasping_Retractor_Right,92.15,45.56,36.60,81,0.97,-16.51
1787165518.694,122,Monopolar_Curved_Scissors,102.11,-13.91,12.55,1480,6.96,-2.00
1787165518.694,124,Prograsp_Forceps_Right,113.28,-23.37,30.08,206,3.07,-10.54
1787165518.694,125,Grasping_Retractor_Right,92.15,45.55,36.64,80,0.97,-16.48
1787165519.025,122,Monopolar_Curved_Scissors,104.42,-14.85,13.97,149,1.49,-16.33
1787165519.025,123,Prograsp_Forceps_Right,103.55,1.47,5.33,800,5.29,-2.32
1787165519.025,124,Prograsp_Forceps_Right,103.29,-6.88,11.60,325,2.37,9.35
1787165519.049,122,Monopolar_Curved_Scissors,100.00,-15.03,19.05,99,3.20,-2.82
1787165519.049,123,Prograsp_Forceps_Right,103.13,1.08,5.22,819,5.20,-1.69
1787165519.049,124,Prograsp_Forceps_Right,102.79,-6.49,11.08,349,2.50,8.80
1787165519.432,122,Monopolar_Curved_Scissors,94.50,-10.62,18.10,706,4.80,1.68
1787165519.432,123,Prograsp_Forceps_Right,92.69,10.49,10.44,1719,5.72,-0.45
1787165519.432,124,Prograsp_Forceps_Right,93.75,-8.14,14.46,851,4.56,3.84
1787165519.432,125,Grasping_Retractor_Right,93.01,15.05,13.31,1722,5.86,-0.47
1787165519.457,122,Monopolar_Curved_Scissors,94.39,-10.51,18.28,705,4.81,1.56
1787165519.457,123,Prograsp_Forceps_Right,87.88,7.95,9.97,1632,5.38,3.13
1787165519.457,124,Prograsp_Forceps_Right,95.75,-7.21,15.52,861,5.10,3.57
1787165519.457,125,Grasping_Retractor_Right,93.02,14.58,12.97,1739,5.83,-0.51
1787165519.628,122,Monopolar_Curved_Scissors,93.62,-9.80,19.53,459,3.81,2.02
1787165519.628,123,Prograsp_Forceps_Right,88.70,6.32,8.46,733,4.20,1.41
1787165519.628,124,Prograsp_Forceps_Right,90.66,-6.57,12.94,461,3.36,3.27
1787165519.628,125,Grasping_Retractor_Right,93.11,11.38,10.71,612,4.20,-5.57
1787165519.799,122,Monopolar_Curved_Scissors,92.72,-8.98,20.98,709,3.93,0.93
1787165519.799,123,Prograsp_Forceps_Right,85.48,5.40,8.36,649,3.64,5.50
1787165519.799,124,Prograsp_Forceps_Right,88.50,-6.48,13.15,553,2.66,5.78
1787165519.799,125,Grasping_Retractor_Right,91.63,8.15,11.67,618,3.97,0.70
1787165519.998,122,Monopolar_Curved_Scissors,91.82,-8.15,22.43,539,4.54,0.90
1787165519.998,123,Prograsp_Forceps_Right,89.47,9.18,7.22,1041,4.78,1.82
1787165519.998,124,Prograsp_Forceps_Right,91.61,-3.48,10.39,567,5.07,3.75
1787165519.998,125,Grasping_Retractor_Right,91.49,4.49,9.57,884,4.93,2.18
1787165520.219,122,Monopolar_Curved_Scissors,90.81,-7.22,24.07,794,3.62,3.36
1787165520.219,123,Prograsp_Forceps_Right,100.45,8.97,4.71,203,1.39,14.65
1787165520.219,124,Prograsp_Forceps_Right,86.78,-2.77,8.36,567,2.59,-8.17
1787165520.219,125,Large_Needle_Driver_Left,91.28,5.20,2.59,334,4.44,-1.12
1787165520.636,122,Monopolar_Curved_Scissors,89.55,-10.68,16.46,945,3.55,-1.82
1787165520.636,123,Large_Needle_Driver_Left,96.10,10.17,7.49,822,2.33,-9.29
1787165520.636,124,Prograsp_Forceps_Right,92.51,8.59,7.73,867,2.38,-6.02
1787165520.636,125,Large_Needle_Driver_Left,86.71,12.65,0.85,700,2.13,1.38
1787165520.677,122,Monopolar_Curved_Scissors,87.22,-7.00,13.61,988,3.91,-3.52
1787165520.677,123,Large_Needle_Driver_Left,90.65,13.48,5.83,893,2.35,-4.38
1787165520.677,124,Prograsp_Forceps_Right,92.32,9.08,7.49,869,2.36,-5.87
1787165520.677,125,Large_Needle_Driver_Left,86.16,14.50,2.46,777,2.26,1.25
1787165521.130,122,Monopolar_Curved_Scissors,87.50,-3.42,13.42,1164,3.96,1.60
1787165521.130,123,Large_Needle_Driver_Left,83.10,17.55,4.40,1126,3.03,5.79
1787165521.130,124,Bipolar_Forceps,83.36,17.67,4.28,1134,3.10,5.55
1787165521.130,125,Large_Needle_Driver_Left,87.43,0.23,10.46,1248,3.26,1.17
1787165521.146,122,Monopolar_Curved_Scissors,86.21,-3.47,12.16,1142,3.79,3.10
1787165521.146,123,Large_Needle_Driver_Left,82.96,17.61,4.38,1120,3.04,5.92
1787165521.146,124,Bipolar_Forceps,83.12,18.76,4.45,1151,3.11,5.82
1787165521.146,125,Large_Needle_Driver_Left,86.19,-1.72,10.60,1201,3.40,2.56
1787165521.251,122,Monopolar_Curved_Scissors,85.70,-2.90,12.00,1069,4.57,-6.55
1787165521.251,123,Large_Needle_Driver_Left,81.78,18.17,4.14,1107,2.67,5.58
1787165521.251,124,Bipolar_Forceps,83.76,20.28,4.38,1263,2.91,3.70
1787165521.251,125,Large_Needle_Driver_Left,87.79,-2.40,9.64,976,3.81,-1.68
1787165521.383,122,Monopolar_Curved_Scissors,85.08,-2.23,11.81,1256,3.57,3.59
1787165521.383,123,Large_Needle_Driver_Left,83.98,19.39,5.03,1297,3.24,5.01
1787165521.383,124,Bipolar_Forceps,82.64,22.35,3.58,1254,3.24,6.33
1787165521.383,125,Large_Needle_Driver_Left,84.77,-5.90,9.56,994,3.12,5.52
1787165521.407,122,Monopolar_Curved_Scissors,84.98,-2.12,11.78,1256,3.59,3.69
1787165521.407,123,Large_Needle_Driver_Left,84.48,19.10,5.36,1325,3.27,4.56
1787165521.407,124,Bipolar_Forceps,82.45,22.69,3.45,1245,3.23,6.55
1787165521.407,125,Large_Needle_Driver_Left,84.44,-7.17,8.93,897,3.07,6.94
1787165521.552,122,Monopolar_Curved_Scissors,84.75,3.93,9.34,1596,3.07,2.65
1787165521.552,123,Large_Needle_Driver_Left,83.61,19.74,5.26,1296,3.11,5.51
1787165521.552,124,Bipolar_Forceps,81.39,24.65,2.70,948,2.97,7.30
1787165521.552,125,Large_Needle_Driver_Left,84.86,-9.27,7.69,1101,3.37,4.63
1787165521.801,122,Monopolar_Curved_Scissors,85.38,5.51,10.16,1075,2.66,1.54
1787165521.801,123,Large_Needle_Driver_Left,81.79,21.07,5.06,842,2.48,6.15
1787165521.801,124,Bipolar_Forceps,79.18,28.74,1.13,453,2.59,9.11
1787165521.801,125,Monopolar_Curved_Scissors,85.03,-10.12,6.61,887,3.27,4.65
1787165521.940,122,Monopolar_Curved_Scissors,85.62,3.38,15.63,266,4.09,4.69
1787165521.940,123,Large_Needle_Driver_Left,80.97,21.67,4.97,356,2.84,7.17
1787165521.940,124,Bipolar_Forceps,78.17,30.60,0.41,251,2.05,14.84
1787165521.940,125,Monopolar_Curved_Scissors,85.15,-9.86,9.83,243,3.89,-5.23
1787165522.056,122,Monopolar_Curved_Scissors,85.72,0.97,20.94,322,2.78,9.77
1787165522.056,123,Large_Needle_Driver_Left,80.23,22.21,4.88,908,6.95,-2.84
1787165522.056,124,Bipolar_Forceps,77.28,32.25,-0.22,619,3.75,7.00
1787165522.056,125,Monopolar_Curved_Scissors,90.09,-11.62,13.57,383,3.19,2.51
1787165522.166,122,Monopolar_Curved_Scissors,85.77,-0.33,24.64,285,2.43,10.63
1787165522.166,123,Large_Needle_Driver_Left,79.39,22.83,4.79,1179,6.06,2.19
1787165522.166,124,Bipolar_Forceps,76.25,34.15,-0.96,724,3.36,8.43
1787165522.166,125,Monopolar_Curved_Scissors,93.71,-12.40,16.23,393,3.35,-3.49
1787165522.280,122,Monopolar_Curved_Scissors,79.23,-0.75,24.27,984,2.64,-2.86
1787165522.280,123,Large_Needle_Driver_Left,78.55,23.44,4.70,1624,3.82,-7.84
1787165522.280,124,Bipolar_Forceps,75.22,36.03,-1.68,869,4.46,-6.21
1787165522.377,122,Monopolar_Curved_Scissors,76.24,-0.98,24.18,1098,2.92,-2.13
1787165522.377,123,Large_Needle_Driver_Left,77.90,23.92,4.62,1379,4.06,-7.52
1787165522.377,124,Bipolar_Forceps,74.43,37.49,-2.24,840,4.07,-1.25
1787165522.474,122,Monopolar_Curved_Scissors,74.88,-1.05,24.33,984,3.77,-8.39
1787165522.474,123,Large_Needle_Driver_Left,77.25,24.40,4.55,1410,4.76,-5.36
1787165522.474,124,Bipolar_Forceps,73.63,38.97,-2.81,703,3.15,2.12
1787165522.608,122,Monopolar_Curved_Scissors,74.21,-0.56,24.41,1073,2.91,0.07
1787165522.608,123,Large_Needle_Driver_Left,76.33,25.06,4.45,1696,3.94,-5.89
1787165522.810,126,Large_Needle_Driver_Left,77.19,-0.58,24.84,235,1.60,-7.70
1787165522.830,126,Large_Needle_Driver_Left,77.19,-0.67,24.87,235,1.60,-7.70
1787165522.946,126,Large_Needle_Driver_Left,77.19,-1.04,24.12,78,1.28,-6.78
1787165523.038,126,Large_Needle_Driver_Left,77.19,-1.09,24.03,47,0.81,-7.75
1787165523.359,126,Large_Needle_Driver_Left,92.88,-6.09,7.15,93,1.28,-16.07
1787165523.364,126,Large_Needle_Driver_Left,94.35,-4.51,5.65,59,1.65,1.57
1787165523.454,126,Large_Needle_Driver_Left,95.99,-7.36,4.72,69,1.16,-17.55
1787165523.580,126,Large_Needle_Driver_Left,96.89,-8.53,2.34,29,0.93,-11.99
1787165523.849,126,Monopolar_Curved_Scissors,97.39,-6.59,4.04,51,1.69,-0.72
1787165524.331,126,Monopolar_Curved_Scissors,95.26,-20.62,-10.97,750,5.35,-3.56
1787165524.331,127,Large_Needle_Driver_Right,93.83,2.89,23.94,25,0.44,5.45
1787165524.564,126,Monopolar_Curved_Scissors,94.41,-21.65,-9.64,235,3.16,-2.64
1787165524.564,127,UNKNOWN,74.98,4.98,19.93,201,1.26,-10.62
1787165524.760,126,Monopolar_Curved_Scissors,94.04,-19.49,-7.73,214,2.43,-0.16
1787165524.760,127,UNKNOWN,69.86,4.95,19.21,259,1.31,-8.29
1787165524.873,126,Monopolar_Curved_Scissors,93.86,-16.91,-7.32,305,3.08,-3.14
1787165524.873,127,UNKNOWN,64.14,5.10,17.94,277,1.52,-6.65
1787165525.033,126,Monopolar_Curved_Scissors,93.78,-17.94,-3.98,336,3.23,-14.46
1787165525.033,128,Prograsp_Forceps_Right,91.09,-17.49,24.61,158,1.20,9.61
1787165525.210,126,Monopolar_Curved_Scissors,85.21,-17.25,1.74,296,1.76,-5.20
1787165525.210,127,UNKNOWN,68.70,8.69,10.28,345,1.10,3.03
1787165525.210,128,UNKNOWN,76.26,-15.12,21.26,112,1.11,15.15
1787165525.364,126,Monopolar_Curved_Scissors,82.08,-17.05,3.59,108,1.06,14.21
1787165525.364,128,UNKNOWN,71.42,-14.33,20.19,28,0.82,14.64
1787165525.505,127,UNKNOWN,69.09,9.81,1.68,75,1.30,9.96
1787165525.725,126,Monopolar_Curved_Scissors,79.22,-17.60,4.97,120,1.50,-7.31
1787165525.725,127,UNKNOWN,69.74,16.64,1.11,66,1.02,-10.55
1787165525.755,126,Monopolar_Curved_Scissors,79.13,-17.62,5.00,120,1.50,-7.34
1787165525.755,127,UNKNOWN,69.54,16.74,0.94,66,1.02,-10.64
1787165525.958,126,Monopolar_Curved_Scissors,77.50,-18.08,5.65,1078,3.20,2.39
1787165525.958,127,UNKNOWN,65.79,18.57,-2.22,507,2.93,-2.13
1787165525.958,128,UNKNOWN,69.97,-12.29,19.84,426,3.18,6.59
1787165525.958,129,Grasping_Retractor_Right,91.58,45.66,35.18,111,1.09,-16.21
1787165526.159,126,Monopolar_Curved_Scissors,93.42,-13.92,12.18,1324,5.90,3.32
1787165526.159,127,UNKNOWN,62.35,20.26,-5.13,431,3.34,-0.44
1787165526.159,128,UNKNOWN,70.00,-14.14,18.80,478,2.46,9.60
1787165526.159,129,Grasping_Retractor_Right,91.56,45.64,35.21,135,1.26,-16.02
1787165526.252,126,Monopolar_Curved_Scissors,95.07,-12.77,12.67,211,2.76,9.64
1787165526.252,127,UNKNOWN,60.56,21.14,-6.63,696,2.95,0.74
1787165526.252,128,UNKNOWN,86.39,-17.81,22.74,331,0.87,7.88
1787165526.347,126,Monopolar_Curved_Scissors,95.66,-12.57,13.40,253,2.33,-13.85
1787165526.347,127,UNKNOWN,58.76,22.02,-8.15,698,2.25,0.75
1787165526.347,128,UNKNOWN,91.37,-16.45,23.41,197,1.67,-4.13
1787165526.558,126,Monopolar_Curved_Scissors,93.98,-10.19,16.16,744,4.53,3.76
1787165526.558,127,UNKNOWN,88.45,14.39,9.93,1798,5.50,2.34
1787165526.558,128,UNKNOWN,92.76,-11.81,18.83,665,4.56,1.61
1787165526.558,129,Grasping_Retractor_Right,91.54,45.60,35.27,405,4.72,-7.86
1787165526.659,126,Monopolar_Curved_Scissors,101.02,-8.09,17.67,795,5.42,-6.24
1787165526.659,127,UNKNOWN,95.21,9.52,10.71,1151,5.01,-3.86
1787165526.659,128,UNKNOWN,93.25,-11.37,18.37,779,4.21,2.98
1787165526.659,129,Grasping_Retractor_Right,91.53,45.60,35.29,250,2.95,-1.65
1787165526.752,126,Monopolar_Curved_Scissors,98.95,-7.59,15.60,408,3.23,-3.44
1787165526.752,127,UNKNOWN,94.15,7.43,8.97,601,4.07,-2.73
1787165526.752,128,UNKNOWN,93.66,-11.00,17.99,429,3.58,2.13
1787165526.752,129,Grasping_Retractor_Right,91.53,45.59,35.30,205,2.38,-4.95
1787165526.939,126,Monopolar_Curved_Scissors,96.00,-7.21,15.51,572,3.86,-3.68
1787165526.939,127,UNKNOWN,93.64,7.84,11.25,640,5.01,-0.55
1787165526.939,128,UNKNOWN,94.48,-10.27,17.22,591,4.10,-2.77
1787165526.939,129,Grasping_Retractor_Right,91.51,45.57,35.33,445,4.67,-8.02
1787165526.953,126,Monopolar_Curved_Scissors,95.44,-5.15,13.06,539,3.91,-3.11
1787165526.953,127,UNKNOWN,93.25,8.97,9.42,695,4.86,-0.96
1787165526.953,128,UNKNOWN,94.58,-10.18,17.13,588,4.06,-3.05
1787165526.953,129,Grasping_Retractor_Right,91.51,45.57,35.33,445,4.67,-8.02
1787165527.067,126,Monopolar_Curved_Scissors,90.26,-3.73,10.60,676,2.87,-7.25
1787165527.067,127,Prograsp_Forceps_Right,100.47,8.90,6.28,266,1.88,14.03
1787165527.067,128,UNKNOWN,95.13,-9.69,16.61,803,3.34,-3.16
1787165527.414,126,Monopolar_Curved_Scissors,94.11,7.68,9.01,845,3.07,-5.82
1787165527.414,127,Prograsp_Forceps_Right,97.66,10.08,7.64,801,3.02,-9.30
1787165527.414,128,UNKNOWN,73.78,-8.73,12.96,515,4.25,4.50
1787165527.530,126,Monopolar_Curved_Scissors,89.00,13.91,6.03,926,3.22,0.73
1787165527.530,127,Prograsp_Forceps_Right,90.59,14.01,5.53,906,3.25,-0.70
1787165527.530,128,UNKNOWN,72.01,-5.08,10.40,424,2.82,9.72
1787165527.663,126,Monopolar_Curved_Scissors,84.76,17.33,4.80,1197,3.23,4.49
1787165527.663,127,Prograsp_Forceps_Right,85.56,16.65,4.59,1194,3.26,3.64
1787165527.663,128,UNKNOWN,81.09,-3.31,11.74,1002,4.05,8.73
1787165527.772,126,Monopolar_Curved_Scissors,84.72,19.75,4.69,1392,3.14,4.20
1787165527.772,127,Prograsp_Forceps_Right,85.07,17.21,4.19,1315,3.24,3.76
1787165527.772,128,UNKNOWN,85.71,-2.03,9.88,1005,3.55,2.83
1787165527.857,126,Monopolar_Curved_Scissors,84.74,20.47,4.93,1344,3.36,4.29
1787165527.857,127,Prograsp_Forceps_Right,84.65,17.69,3.84,1201,3.16,4.28
1787165527.857,128,UNKNOWN,84.26,-4.42,9.47,1092,3.16,5.55
1787165527.937,126,Monopolar_Curved_Scissors,84.23,22.14,4.64,1373,3.32,4.58
1787165527.937,127,Prograsp_Forceps_Right,84.82,18.48,5.16,1463,3.11,4.16
1787165527.937,128,UNKNOWN,84.02,-6.34,8.46,1159,3.23,4.99
1787165528.039,126,Monopolar_Curved_Scissors,83.70,23.93,4.32,1161,3.18,6.31
1787165528.039,127,Prograsp_Forceps_Right,85.11,11.03,7.22,1484,3.19,4.26
1787165528.039,128,UNKNOWN,84.49,-7.79,7.28,1149,3.57,4.98
1787165528.231,126,Monopolar_Curved_Scissors,82.64,27.45,3.70,385,3.85,6.66
1787165528.231,127,Prograsp_Forceps_Right,75.38,6.44,8.27,188,6.18,6.19
1787165528.231,128,Monopolar_Curved_Scissors,84.79,-8.37,6.24,214,3.29,-3.18
1787165528.338,126,Monopolar_Curved_Scissors,82.05,29.42,3.35,511,3.68,2.99
1787165528.338,127,Prograsp_Forceps_Right,72.21,3.12,12.69,78,4.94,6.42
1787165528.338,128,Monopolar_Curved_Scissors,90.04,-9.03,10.03,743,3.18,2.78
1787165528.463,126,Monopolar_Curved_Scissors,81.38,31.65,2.96,646,4.74,4.68
1787165528.463,127,Prograsp_Forceps_Right,70.74,0.28,17.38,58,0.96,7.85
1787165528.463,128,Monopolar_Curved_Scissors,93.43,-10.89,13.73,399,3.15,0.82
1787165528.592,126,Monopolar_Curved_Scissors,80.71,33.85,2.57,723,3.20,-9.35
1787165528.592,127,Large_Needle_Driver_Left,72.38,-1.12,21.12,1091,2.51,2.40
1787165528.697,126,Monopolar_Curved_Scissors,80.11,35.86,2.22,660,3.11,-9.33
1787165528.697,127,Large_Needle_Driver_Left,72.95,-1.61,22.67,1035,3.58,0.35
1787165528.793,126,Monopolar_Curved_Scissors,79.59,37.60,1.91,566,4.19,-1.07
1787165528.793,127,Large_Needle_Driver_Left,73.43,-1.77,23.78,1087,3.65,-7.83
1787165528.793,128,Monopolar_Curved_Scissors,95.80,-13.91,16.53,59,1.83,-16.30
1787165528.903,126,Monopolar_Curved_Scissors,79.02,39.49,1.58,666,3.86,-5.37
1787165528.903,127,Large_Needle_Driver_Left,73.76,-1.33,24.29,1094,2.91,0.81
1787165528.903,128,Monopolar_Curved_Scissors,95.90,-14.99,14.93,32,0.69,-9.69
1787165529.093,130,Large_Needle_Driver_Left,77.19,-0.58,24.84,235,1.60,-7.70
1787165529.099,130,Large_Needle_Driver_Left,77.19,-0.67,24.87,235,1.60,-7.70
1787165529.227,130,Large_Needle_Driver_Left,77.19,-1.03,24.13,78,1.28,-6.80
1787165529.435,130,Large_Needle_Driver_Left,89.91,-3.63,8.71,56,2.71,-8.04
1787165529.565,130,Large_Needle_Driver_Left,93.98,-5.90,4.77,98,2.20,13.06
1787165529.961,130,Monopolar_Curved_Scissors,96.66,-6.05,3.67,29,1.55,-3.80
1787165530.097,130,Monopolar_Curved_Scissors,96.51,-7.60,4.34,28,1.90,4.68
1787165530.223,130,Monopolar_Curved_Scissors,97.98,-8.20,2.88,76,1.23,1.25
1787165530.547,130,Monopolar_Curved_Scissors,96.44,-20.94,-10.06,418,3.15,-0.62
1787165530.657,130,Monopolar_Curved_Scissors,94.38,-21.29,-10.22,680,5.38,3.28
1787165530.865,130,Monopolar_Curved_Scissors,93.50,-22.93,-9.87,308,3.08,-2.41
1787165530.959,130,Monopolar_Curved_Scissors,93.12,-20.25,-7.99,388,2.42,-0.59
1787165530.959,131,UNKNOWN,90.40,3.75,24.02,53,1.69,3.21
1787165531.297,130,Monopolar_Curved_Scissors,92.93,-16.52,-7.49,278,3.12,-2.85
1787165531.297,131,Prograsp_Forceps_Right,115.99,-16.53,31.37,488,4.12,10.90
1787165531.445,130,Monopolar_Curved_Scissors,92.81,-17.69,-3.81,426,4.57,-10.23
1787165531.445,131,UNKNOWN,96.13,-18.61,26.09,146,1.97,13.50
1787165531.561,130,Monopolar_Curved_Scissors,92.75,-18.61,1.64,103,1.66,0.54
1787165531.561,131,UNKNOWN,89.24,-18.70,24.93,70,0.84,12.35
1787165531.674,131,UNKNOWN,112.64,-24.23,30.47,226,4.31,1.47
1787165531.912,130,Monopolar_Curved_Scissors,88.59,-17.43,-2.09,150,1.51,-8.33
1787165531.912,131,Prograsp_Forceps_Right,127.02,-27.83,34.15,80,1.15,-16.84
1787165532.012,130,Monopolar_Curved_Scissors,88.35,-17.63,-2.31,67,1.90,11.43
1787165532.101,130,Monopolar_Curved_Scissors,88.12,-17.82,-2.52,44,0.76,18.74
1787165532.191,130,Monopolar_Curved_Scissors,87.90,-17.99,-2.71,1604,6.79,3.98
1787165532.191,131,UNKNOWN,91.97,-17.74,25.81,1182,3.57,-6.33
1787165532.401,130,Monopolar_Curved_Scissors,87.40,-18.40,-3.16,1214,6.21,4.27
1787165532.401,131,UNKNOWN,91.33,-19.69,24.51,1286,3.45,-4.47
1787165532.401,132,UNKNOWN,92.69,-11.96,10.89,1198,5.46,1.60
1787165532.484,130,Monopolar_Curved_Scissors,87.17,-18.59,-3.37,170,1.18,16.87
1787165532.484,131,UNKNOWN,91.40,-19.70,24.15,377,1.35,6.31
1787165532.484,132,UNKNOWN,88.45,-11.99,11.20,212,2.88,-12.33
1787165532.597,130,Monopolar_Curved_Scissors,86.92,-18.79,-3.60,210,1.27,-14.85
1787165532.597,131,UNKNOWN,91.26,-17.28,23.47,219,1.53,-5.05
1787165532.597,132,UNKNOWN,88.45,-13.86,11.60,356,1.99,-11.65
1787165532.693,130,Monopolar_Curved_Scissors,86.70,-18.97,-3.79,519,3.39,-10.19
1787165532.693,131,UNKNOWN,91.54,-13.30,19.62,657,4.53,2.75
1787165532.693,132,UNKNOWN,91.52,-11.49,15.06,689,4.36,6.32
1787165532.823,130,Monopolar_Curved_Scissors,86.39,-19.22,-4.07,73,1.49,9.96
1787165532.823,131,UNKNOWN,98.85,-9.60,18.32,792,5.11,-1.50
1787165532.823,132,UNKNOWN,91.86,-13.29,15.90,716,3.58,4.92
1787165532.823,133,Prograsp_Forceps_Right,96.31,8.98,11.46,1094,5.10,-4.60
1787165533.073,131,UNKNOWN,101.16,-8.21,14.65,326,4.36,-1.44
1787165533.073,132,UNKNOWN,92.59,-17.03,17.66,432,3.45,7.55
1787165533.073,133,Prograsp_Forceps_Right,91.41,6.26,8.35,699,4.68,1.08
1787165533.192,131,UNKNOWN,96.51,-7.58,14.32,507,4.12,-3.84
